brand,model,vehicle_age,year,mileage,fuel_type,transmission,owner_count,price,region,listing_date,days_to_sale,mileage_per_year,is_luxury,listing_month,listing_year,listing_season,listing_date_str
Maruti Suzuki,Swift,6,2018,52631.0,Diesel,Manual,2,475000.0,East,2025-11-10 22:44:44.565205,40,8771.833333333334,0,11,2025,Fall,2025-11-10
Honda,City,9,2015,43120.0,Petrol,Manual,3,400000.0,West,2026-07-28 13:02:33.565205,15,4791.111111111111,0,7,2026,Summer,2026-07-28
Ford,Ecosport,4,2020,10000.0,Diesel,Manual,2,875000.0,Central,2026-07-28 07:25:43.565205,31,2500.0,0,7,2026,Summer,2026-07-28
Ford,Freestyle,3,2021,18000.0,Petrol,Manual,1,630000.0,Metro,2026-03-11 18:03:56.565205,13,6000.0,0,3,2026,Spring,2026-03-11
Maruti Suzuki,Ertiga,7,2017,48000.0,Diesel,Manual,2,570000.0,North,2026-08-28 08:15:51.565205,58,6857.142857142857,0,8,2026,Summer,2026-08-28
Mahindra,Scorpio,2,2022,20000.0,Diesel,Manual,1,982000.0,South,2026-01-14 13:40:17.565205,16,10000.0,0,1,2026,Winter,2026-01-14
Maruti Suzuki,Celerio,4,2020,7500.0,Petrol,Manual,2,412000.0,East,2026-06-21 06:37:52.565205,30,1875.0,0,6,2026,Summer,2026-06-21
Hyundai,i20,3,2021,38000.0,Diesel,Manual,1,750000.0,West,2026-06-17 14:47:45.565205,38,12666.666666666666,0,6,2026,Summer,2026-06-17
Renault,Duster,5,2019,60000.0,Diesel,Manual,2,900000.0,Central,2025-10-31 08:37:56.565205,96,12000.0,0,10,2025,Fall,2025-10-31
Hyundai,Verna,5,2019,32359.0,Petrol,Manual,2,530000.0,Metro,2026-02-01 14:15:11.565205,26,6471.8,0,2,2026,Winter,2026-02-01
Maruti Suzuki,Swift Dzire,11,2013,68500.0,Diesel,Manual,3,180000.0,North,2026-05-16 13:57:55.565205,65,6227.272727272727,0,5,2026,Spring,2026-05-16
Mahindra,XUV500,3,2021,50000.0,Diesel,Manual,1,1050000.0,South,2025-10-17 09:48:11.565205,34,16666.666666666668,0,10,2025,Fall,2025-10-17
Maruti Suzuki,Eeco,5,2019,40000.0,Petrol,Manual,2,310000.0,East,2026-03-05 01:09:30.565205,10,8000.0,0,3,2026,Spring,2026-03-05
Tata,Nexon,4,2020,25000.0,Petrol,Manual,2,900000.0,West,2026-01-04 19:13:06.565205,150,6250.0,0,1,2026,Winter,2026-01-04
Maruti Suzuki,Swift,5,2019,31000.0,Petrol,Manual,2,425000.0,Central,2026-05-20 04:03:20.565205,11,6200.0,0,5,2026,Spring,2026-05-20
Maruti Suzuki,Swift Dzire,8,2016,114000.0,Petrol,Manual,3,400000.0,Metro,2026-02-23 15:04:44.565205,14,14250.0,0,2,2026,Winter,2026-02-23
Tata,Tigor,4,2020,40159.0,Petrol,Manual,2,440000.0,North,2026-04-16 19:53:49.565205,33,10039.75,0,4,2026,Spring,2026-04-16
Maruti Suzuki,Ignis,2,2022,25000.0,Petrol,Manual,1,510000.0,South,2025-11-05 01:14:17.565205,38,12500.0,0,11,2025,Fall,2025-11-05
Hyundai,Santro,11,2013,65000.0,Petrol,Manual,3,220000.0,East,2025-11-21 13:21:23.565205,17,5909.090909090909,0,11,2025,Fall,2025-11-21
Maruti Suzuki,Swift Dzire,2,2022,60000.0,Petrol,Manual,1,525000.0,West,2025-12-19 15:55:54.565205,18,30000.0,0,12,2025,Winter,2025-12-19
Hyundai,Verna,6,2018,80000.0,Diesel,Manual,2,530000.0,Central,2026-01-12 10:51:37.565205,8,13333.333333333334,0,1,2026,Winter,2026-01-12
Ford,Figo,9,2015,49754.0,Diesel,Manual,3,169000.0,Metro,2026-08-20 08:50:11.565205,40,5528.222222222223,0,8,2026,Summer,2026-08-20
Datsun,GO,7,2017,34540.0,Petrol,Manual,2,315000.0,North,2025-11-18 20:29:30.565205,50,4934.285714285715,0,11,2025,Fall,2025-11-18
BMW,X5,12,2012,90000.0,Diesel,Automatic,3,1600000.0,South,2025-12-13 08:13:16.565205,65,7500.0,1,12,2025,Winter,2025-12-13
Maruti Suzuki,Wagon R,8,2016,70000.0,CNG,Manual,3,270000.0,East,2025-11-02 02:50:51.565205,33,8750.0,0,11,2025,Fall,2025-11-02
Mahindra,Bolero,7,2017,60000.0,Diesel,Manual,2,575000.0,West,2025-10-19 21:59:04.565205,30,8571.42857142857,0,10,2025,Fall,2025-10-19
Maruti Suzuki,Swift,3,2021,39000.0,Petrol,Automatic,1,625000.0,Central,2026-01-12 22:32:45.565205,32,13000.0,0,1,2026,Winter,2026-01-12
Honda,Amaze,8,2016,48000.0,Diesel,Manual,3,299000.0,Metro,2026-03-04 08:21:57.565205,9,6000.0,0,3,2026,Spring,2026-03-04
Renault,KWID,3,2021,9000.0,Petrol,Manual,1,450000.0,North,2026-04-20 03:52:11.565205,62,3000.0,0,4,2026,Spring,2026-04-20
Hyundai,Venue,2,2022,30000.0,Diesel,Manual,1,1050000.0,South,2026-08-19 21:07:52.565205,67,15000.0,0,8,2026,Summer,2026-08-19
Hyundai,i10,6,2018,70000.0,Petrol,Manual,2,260000.0,East,2025-11-22 19:13:34.565205,8,11666.666666666666,0,11,2025,Fall,2025-11-22
Maruti Suzuki,Vitara,4,2020,70000.0,Diesel,Manual,2,610000.0,West,2026-06-30 02:20:49.565205,30,17500.0,0,6,2026,Summer,2026-06-30
Renault,KWID,3,2021,7000.0,Petrol,Automatic,1,330000.0,Central,2025-12-18 16:52:57.565205,39,2333.3333333333335,0,12,2025,Winter,2025-12-18
Maruti Suzuki,Wagon R,14,2010,110000.0,LPG,Manual,3,102000.0,Metro,2026-03-16 14:47:51.565205,15,7857.142857142857,0,3,2026,Spring,2026-03-16
Toyota,Innova,8,2016,277000.0,Diesel,Manual,3,750000.0,North,2026-03-14 02:39:44.565205,16,34625.0,0,3,2026,Spring,2026-03-14
Mahindra,KUV,5,2019,96330.0,Diesel,Manual,2,475000.0,South,2026-04-17 07:42:11.565205,16,19266.0,0,4,2026,Spring,2026-04-17
Maruti Suzuki,Swift Dzire,8,2016,75823.0,Petrol,Manual,3,425000.0,East,2026-01-12 19:28:36.565205,35,9477.875,0,1,2026,Winter,2026-01-12
Maruti Suzuki,Alto,9,2015,28000.0,Petrol,Manual,3,225000.0,West,2026-08-30 17:10:20.565205,10,3111.1111111111113,0,8,2026,Summer,2026-08-30
Toyota,Innova,7,2017,210000.0,Diesel,Manual,2,600000.0,Central,2026-07-30 23:38:31.565205,14,30000.0,0,7,2026,Summer,2026-07-30
Honda,City,4,2020,24024.0,Petrol,Manual,2,750000.0,Metro,2025-12-20 12:08:42.565205,67,6006.0,0,12,2025,Winter,2025-12-20
Volkswagen,Polo,9,2015,55000.0,Diesel,Manual,3,210000.0,North,2025-11-06 22:08:11.565205,50,6111.111111111111,0,11,2025,Fall,2025-11-06
Mahindra,Bolero,12,2012,120000.0,Diesel,Manual,3,525000.0,South,2025-10-15 06:03:19.565205,14,10000.0,0,10,2025,Fall,2025-10-15
Renault,KWID,4,2020,18000.0,Petrol,Manual,2,265000.0,East,2025-09-18 04:36:45.565205,9,4500.0,0,9,2025,Fall,2025-09-18
Maruti Suzuki,Wagon R,5,2019,40000.0,Petrol,Manual,2,300000.0,West,2026-07-03 01:18:41.565205,10,8000.0,0,7,2026,Summer,2026-07-03
Honda,City,6,2018,75000.0,Diesel,Manual,2,650000.0,Central,2025-11-15 07:04:59.565205,50,12500.0,0,11,2025,Fall,2025-11-15
Hyundai,i20,9,2015,80000.0,Diesel,Manual,3,300000.0,Metro,2026-01-14 16:03:43.565205,11,8888.888888888889,0,1,2026,Winter,2026-01-14
Mahindra,KUV,0,2024,30000.0,Petrol,Manual,1,400000.0,North,2026-05-24 21:22:21.565205,7,30000.0,0,5,2026,Spring,2026-05-24
Maruti Suzuki,Ertiga,8,2016,90000.0,Diesel,Manual,3,660000.0,South,2026-04-27 10:24:15.565205,48,11250.0,0,4,2026,Spring,2026-04-27
Maruti Suzuki,Alto,12,2012,46500.0,Petrol,Manual,3,130000.0,East,2026-05-27 10:34:26.565205,63,3875.0,0,5,2026,Spring,2026-05-27
Maruti Suzuki,Swift Dzire,6,2018,36908.0,Diesel,Manual,2,500000.0,West,2026-07-19 22:37:46.565205,25,6151.333333333333,0,7,2026,Summer,2026-07-19
Maruti Suzuki,Swift Dzire,6,2018,60000.0,Diesel,Manual,2,620000.0,Central,2025-11-17 03:38:59.565205,33,10000.0,0,11,2025,Fall,2025-11-17
Honda,WR-V,4,2020,22000.0,Diesel,Manual,2,890000.0,Metro,2026-02-01 16:15:24.565205,77,5500.0,0,2,2026,Winter,2026-02-01
Volkswagen,Vento,8,2016,193000.0,Diesel,Manual,3,272000.0,North,2026-03-23 12:56:41.565205,21,24125.0,0,3,2026,Spring,2026-03-23
Hyundai,i20,5,2019,20000.0,Diesel,Manual,2,650000.0,South,2026-04-28 16:36:07.565205,28,4000.0,0,4,2026,Spring,2026-04-28
Maruti Suzuki,Alto,3,2021,20000.0,Petrol,Manual,1,340000.0,East,2026-02-27 09:45:52.565205,34,6666.666666666667,0,2,2026,Winter,2026-02-27
Renault,KWID,5,2019,25500.0,Petrol,Manual,2,270000.0,West,2026-02-24 23:19:59.565205,8,5100.0,0,2,2026,Winter,2026-02-24
Mahindra,Marazzo,2,2022,15000.0,Diesel,Manual,1,980000.0,Central,2025-10-04 01:59:29.565205,40,7500.0,0,10,2025,Fall,2025-10-04
Mahindra,Bolero,4,2020,90000.0,Diesel,Manual,2,750000.0,Metro,2026-08-13 04:19:17.565205,24,22500.0,0,8,2026,Summer,2026-08-13
Mahindra,Scorpio,4,2020,50000.0,Diesel,Manual,2,970000.0,North,2026-07-23 16:58:01.565205,40,12500.0,0,7,2026,Summer,2026-07-23
Mahindra,XUV500,6,2018,70765.0,Diesel,Manual,2,1085000.0,South,2026-08-27 05:25:22.565205,36,11794.166666666666,0,8,2026,Summer,2026-08-27
Maruti Suzuki,Swift Dzire,12,2012,56000.0,Petrol,Manual,3,325000.0,East,2025-12-24 23:26:13.565205,26,4666.666666666667,0,12,2025,Winter,2025-12-24
Maruti Suzuki,Swift,10,2014,40000.0,Petrol,Manual,3,280000.0,West,2025-11-16 19:34:51.565205,25,4000.0,0,11,2025,Fall,2025-11-16
Maruti Suzuki,Ertiga,6,2018,120000.0,Diesel,Manual,2,750000.0,Central,2026-05-22 04:14:10.565205,13,20000.0,0,5,2026,Spring,2026-05-22
Maruti Suzuki,Wagon R,11,2013,80000.0,Petrol,Manual,3,150000.0,Metro,2026-01-04 07:03:26.565205,16,7272.727272727273,0,1,2026,Winter,2026-01-04
Mahindra,XUV500,8,2016,70000.0,Diesel,Manual,3,725000.0,North,2026-06-20 16:32:41.565205,20,8750.0,0,6,2026,Summer,2026-06-20
Hyundai,i20,6,2018,20000.0,Petrol,Manual,2,486000.0,South,2026-04-26 09:34:57.565205,67,3333.3333333333335,0,4,2026,Spring,2026-04-26
Hyundai,Verna,2,2022,26000.0,Petrol,Manual,1,950000.0,East,2026-07-07 15:27:52.565205,91,13000.0,0,7,2026,Summer,2026-07-07
Hyundai,Grand,3,2021,62728.0,Petrol,Manual,1,475000.0,West,2026-08-29 12:43:03.565205,14,20909.333333333332,0,8,2026,Summer,2026-08-29
Maruti Suzuki,Wagon R,16,2008,40000.0,Petrol,Manual,3,75000.0,Central,2026-07-08 03:43:17.565205,20,2500.0,0,7,2026,Summer,2026-07-08
Mahindra,KUV,5,2019,80000.0,Diesel,Manual,2,380000.0,Metro,2026-09-03 23:22:44.565205,11,16000.0,0,9,2026,Fall,2026-09-03
Volkswagen,Vento,5,2019,61000.0,Petrol,Manual,2,640000.0,North,2025-11-16 01:50:43.565205,32,12200.0,0,11,2025,Fall,2025-11-16
Maruti Suzuki,Swift Dzire,5,2019,120000.0,Diesel,Manual,2,500000.0,South,2026-03-08 21:34:53.565205,44,24000.0,0,3,2026,Spring,2026-03-08
Hyundai,i20,3,2021,20000.0,Petrol,Manual,1,650000.0,East,2026-01-14 21:17:04.565205,84,6666.666666666667,0,1,2026,Winter,2026-01-14
Honda,City,8,2016,47000.0,Petrol,Manual,3,400000.0,West,2026-06-02 07:22:16.565205,3,5875.0,0,6,2026,Summer,2026-06-02
Ford,Figo,10,2014,39568.0,Petrol,Manual,3,179000.0,Central,2026-02-07 13:38:27.565205,16,3956.8,0,2,2026,Winter,2026-02-07
Hyundai,i10,6,2018,48429.0,Petrol,Manual,2,315000.0,Metro,2026-02-08 12:02:36.565205,46,8071.5,0,2,2026,Winter,2026-02-08
Tata,Safari,8,2016,50000.0,Diesel,Manual,3,800000.0,North,2026-05-24 07:22:47.565205,48,6250.0,0,5,2026,Spring,2026-05-24
Hyundai,Creta,6,2018,110000.0,Diesel,Manual,2,800000.0,South,2025-12-05 02:17:07.565205,67,18333.333333333332,0,12,2025,Winter,2025-12-05
Honda,Amaze,5,2019,47000.0,Petrol,Automatic,2,550000.0,East,2026-02-10 20:45:31.565205,6,9400.0,0,2,2026,Winter,2026-02-10
Mahindra,Bolero,5,2019,50000.0,Diesel,Manual,2,650000.0,West,2025-09-28 04:36:02.565205,48,10000.0,0,9,2025,Fall,2025-09-28
Maruti Suzuki,Swift,3,2021,32099.0,Diesel,Manual,1,500000.0,Central,2026-08-10 22:19:00.565205,16,10699.666666666666,0,8,2026,Summer,2026-08-10
Hyundai,Verna,8,2016,45000.0,Diesel,Manual,3,495000.0,Metro,2026-07-26 05:19:03.565205,39,5625.0,0,7,2026,Summer,2026-07-26
Renault,Duster,6,2018,58000.0,Diesel,Manual,2,490000.0,North,2025-10-17 13:46:01.565205,24,9666.666666666666,0,10,2025,Fall,2025-10-17
Tata,Safari,8,2016,50000.0,Diesel,Manual,3,550000.0,South,2025-12-10 18:51:30.565205,5,6250.0,0,12,2025,Winter,2025-12-10
Hyundai,i20,3,2021,35000.0,Diesel,Manual,1,650000.0,East,2026-08-02 08:29:10.565205,46,11666.666666666666,0,8,2026,Summer,2026-08-02
Hyundai,i20,4,2020,30000.0,Petrol,Manual,2,635000.0,West,2026-02-28 07:02:36.565205,57,7500.0,0,2,2026,Winter,2026-02-28
Renault,KWID,5,2019,20000.0,Petrol,Manual,2,300000.0,Central,2026-03-03 18:07:27.565205,20,4000.0,0,3,2026,Spring,2026-03-03
Maruti Suzuki,Wagon R,3,2021,70000.0,CNG,Manual,1,380000.0,Metro,2025-10-21 02:59:28.565205,9,23333.333333333332,0,10,2025,Fall,2025-10-21
Maruti Suzuki,Baleno,2,2022,4104.0,Petrol,Manual,1,675000.0,North,2026-05-02 19:23:22.565205,147,2052.0,0,5,2026,Spring,2026-05-02
Hyundai,Creta,4,2020,60000.0,Diesel,Manual,2,900000.0,South,2026-02-06 16:03:11.565205,98,15000.0,0,2,2026,Winter,2026-02-06
Toyota,Innova,8,2016,119970.0,Diesel,Manual,3,750000.0,East,2026-08-12 04:06:14.565205,21,14996.25,0,8,2026,Summer,2026-08-12
Jaguar,XF,9,2015,73000.0,Diesel,Automatic,3,1299000.0,West,2025-11-08 04:22:03.565205,38,8111.111111111111,1,11,2025,Fall,2025-11-08
Honda,City,4,2020,48030.0,Diesel,Manual,2,1270000.0,Central,2026-07-02 04:30:53.565205,73,12007.5,0,7,2026,Summer,2026-07-02
Mahindra,Scorpio,7,2017,120000.0,Diesel,Manual,2,450000.0,Metro,2026-04-16 17:45:49.565205,46,17142.85714285714,0,4,2026,Spring,2026-04-16
Hyundai,Grand,10,2014,65000.0,CNG,Manual,3,245000.0,North,2026-05-06 08:28:46.565205,28,6500.0,0,5,2026,Spring,2026-05-06
Hyundai,Creta,5,2019,45000.0,Diesel,Manual,2,925000.0,South,2025-10-18 02:16:57.565205,123,9000.0,0,10,2025,Fall,2025-10-18
Toyota,Innova,3,2021,58000.0,Diesel,Manual,1,1450000.0,East,2025-09-25 16:22:40.565205,28,19333.333333333332,0,9,2025,Fall,2025-09-25
Toyota,Yaris,3,2021,28000.0,Petrol,Automatic,1,950000.0,West,2026-01-19 03:34:26.565205,9,9333.333333333334,0,1,2026,Winter,2026-01-19
Maruti Suzuki,Alto,3,2021,25000.0,Petrol,Manual,1,275000.0,Central,2026-07-30 00:21:24.565205,14,8333.333333333334,0,7,2026,Summer,2026-07-30
Honda,Amaze,3,2021,11000.0,Petrol,Automatic,1,820000.0,Metro,2026-01-30 20:14:17.565205,35,3666.6666666666665,0,1,2026,Winter,2026-01-30
Honda,City,8,2016,7979.0,Petrol,Manual,3,525000.0,North,2026-09-07 06:45:00.565205,78,997.375,0,9,2026,Fall,2026-09-07
Maruti Suzuki,Celerio,3,2021,14500.0,Petrol,Manual,1,400000.0,South,2025-10-06 10:06:39.565205,9,4833.333333333333,0,10,2025,Fall,2025-10-06
Renault,KWID,4,2020,25000.0,Petrol,Manual,2,300000.0,East,2026-06-06 21:56:45.565205,40,6250.0,0,6,2026,Summer,2026-06-06
Maruti Suzuki,Swift,7,2017,73000.0,Diesel,Manual,2,425000.0,West,2026-04-10 00:18:00.565205,10,10428.57142857143,0,4,2026,Spring,2026-04-10
Maruti Suzuki,Ciaz,5,2019,39000.0,Diesel,Manual,2,549000.0,Central,2026-02-28 23:51:59.565205,22,7800.0,0,2,2026,Winter,2026-02-28
Toyota,Innova,9,2015,99099.0,Diesel,Manual,3,700000.0,Metro,2026-01-21 15:41:53.565205,6,11011.0,0,1,2026,Winter,2026-01-21
Maruti Suzuki,Swift Dzire,6,2018,25000.0,Petrol,Manual,2,460000.0,North,2025-10-04 22:25:27.565205,23,4166.666666666667,0,10,2025,Fall,2025-10-04
Maruti Suzuki,Swift Dzire,3,2021,100000.0,Diesel,Automatic,1,730000.0,South,2026-01-12 16:50:48.565205,51,33333.333333333336,0,1,2026,Winter,2026-01-12
Honda,Amaze,6,2018,44000.0,Diesel,Manual,2,450000.0,East,2026-07-08 01:20:08.565205,15,7333.333333333333,0,7,2026,Summer,2026-07-08
Ford,Figo,10,2014,40000.0,Diesel,Manual,3,150000.0,West,2026-01-10 12:10:56.565205,24,4000.0,0,1,2026,Winter,2026-01-10
Volkswagen,Polo,7,2017,31993.0,Diesel,Manual,2,349000.0,Central,2026-06-07 01:54:49.565205,19,4570.428571428572,0,6,2026,Summer,2026-06-07
Hyundai,i20,6,2018,20000.0,Petrol,Manual,2,480000.0,Metro,2026-08-17 21:16:00.565205,7,3333.3333333333335,0,8,2026,Summer,2026-08-17
Maruti Suzuki,Alto,4,2020,50000.0,Petrol,Manual,2,280000.0,North,2026-03-08 06:20:53.565205,8,12500.0,0,3,2026,Spring,2026-03-08
Mahindra,Bolero,13,2011,444000.0,Diesel,Manual,3,200000.0,South,2026-09-10 14:33:07.565205,19,38461.53846153846,0,9,2026,Fall,2026-09-10
Maruti Suzuki,Celerio,7,2017,67232.0,Petrol,Manual,2,350000.0,East,2026-06-25 14:49:36.565205,40,9604.57142857143,0,6,2026,Summer,2026-06-25
Toyota,Innova,10,2014,88001.0,Diesel,Manual,3,695000.0,West,2026-04-06 14:57:51.565205,22,8800.1,0,4,2026,Spring,2026-04-06
Hyundai,Verna,6,2018,57000.0,Diesel,Manual,2,599000.0,Central,2026-01-18 18:35:59.565205,28,9500.0,0,1,2026,Winter,2026-01-18
Maruti Suzuki,Wagon R,14,2010,51012.0,LPG,Manual,3,175000.0,Metro,2026-03-18 22:21:22.565205,9,3643.714285714286,0,3,2026,Spring,2026-03-18
Hyundai,i20,3,2021,72500.0,Diesel,Manual,1,650000.0,North,2026-08-08 21:51:19.565205,42,24166.666666666668,0,8,2026,Summer,2026-08-08
Maruti Suzuki,Wagon R,12,2012,50000.0,LPG,Manual,3,145000.0,South,2025-12-24 08:26:17.565205,43,4166.666666666667,0,12,2025,Winter,2025-12-24
Tata,Safari,10,2014,87000.0,Diesel,Manual,3,250000.0,East,2026-08-26 04:20:55.565205,16,8700.0,0,8,2026,Summer,2026-08-26
Maruti Suzuki,Alto,4,2020,30000.0,Petrol,Manual,2,250000.0,West,2026-08-28 06:32:41.565205,7,7500.0,0,8,2026,Summer,2026-08-28
Tata,Nexon,3,2021,80000.0,Diesel,Manual,1,785000.0,Central,2025-12-16 11:20:41.565205,66,26666.666666666668,0,12,2025,Winter,2025-12-16
Hyundai,Verna,15,2009,120000.0,Diesel,Manual,3,135000.0,Metro,2026-01-06 14:52:40.565205,46,8000.0,0,1,2026,Winter,2026-01-06
Maruti Suzuki,Swift Dzire,5,2019,20000.0,Petrol,Manual,2,460000.0,North,2025-12-18 19:32:05.565205,26,4000.0,0,12,2025,Winter,2025-12-18
Mahindra,Scorpio,2,2022,20000.0,Diesel,Manual,1,982000.0,South,2026-02-27 06:44:34.565205,59,10000.0,0,2,2026,Winter,2026-02-27
Maruti Suzuki,Swift,5,2019,79000.0,Diesel,Manual,2,525000.0,East,2026-02-04 22:57:28.565205,28,15800.0,0,2,2026,Winter,2026-02-04
Maruti Suzuki,Swift,10,2014,35000.0,Petrol,Manual,3,270000.0,West,2026-06-18 17:56:00.565205,32,3500.0,0,6,2026,Summer,2026-06-18
Honda,WR-V,3,2021,16088.0,Diesel,Manual,1,814000.0,Central,2026-07-22 07:59:14.565205,93,5362.666666666667,0,7,2026,Summer,2026-07-22
Maruti Suzuki,Wagon R,7,2017,46652.0,Petrol,Manual,2,290000.0,Metro,2026-07-10 20:59:19.565205,30,6664.571428571428,0,7,2026,Summer,2026-07-10
Maruti Suzuki,Wagon R,6,2018,20000.0,Petrol,Automatic,2,430000.0,North,2025-11-02 01:20:15.565205,37,3333.3333333333335,0,11,2025,Fall,2025-11-02
Maruti Suzuki,Swift Dzire,7,2017,100000.0,Diesel,Manual,2,400000.0,South,2026-09-13 17:09:24.565205,64,14285.714285714286,0,9,2026,Fall,2026-09-13
Mahindra,Scorpio,6,2018,71500.0,Diesel,Manual,2,550000.0,East,2025-10-13 23:53:20.565205,18,11916.666666666666,0,10,2025,Fall,2025-10-13
Maruti Suzuki,Baleno,2,2022,24000.0,Petrol,Manual,1,810000.0,West,2026-04-12 06:03:48.565205,89,12000.0,0,4,2026,Spring,2026-04-12
Tata,Tiago,3,2021,80000.0,Petrol,Manual,1,360000.0,Central,2026-01-21 01:13:10.565205,13,26666.666666666668,0,1,2026,Winter,2026-01-21
Maruti Suzuki,Baleno,3,2021,9248.0,Petrol,Automatic,1,675000.0,Metro,2025-09-22 22:23:18.565205,66,3082.6666666666665,0,9,2025,Fall,2025-09-22
Mahindra,Bolero,3,2021,83000.0,Diesel,Manual,1,675000.0,North,2026-08-04 21:21:48.565205,34,27666.666666666668,0,8,2026,Summer,2026-08-04
Hyundai,Grand,7,2017,120000.0,Petrol,Manual,2,225000.0,South,2025-11-05 23:53:19.565205,26,17142.85714285714,0,11,2025,Fall,2025-11-05
Maruti Suzuki,Alto,4,2020,10000.0,Petrol,Manual,2,321000.0,East,2025-12-21 12:50:30.565205,17,2500.0,0,12,2025,Winter,2025-12-21
Renault,Duster,8,2016,67000.0,Diesel,Manual,3,425000.0,West,2025-11-15 08:23:47.565205,11,8375.0,0,11,2025,Fall,2025-11-15
Mahindra,XUV500,3,2021,40000.0,Diesel,Automatic,1,1400000.0,Central,2026-04-23 18:30:33.565205,68,13333.333333333334,0,4,2026,Spring,2026-04-23
Hyundai,i20,5,2019,70100.0,Diesel,Manual,2,580000.0,Metro,2026-01-09 14:11:36.565205,49,14020.0,0,1,2026,Winter,2026-01-09
Renault,Duster,7,2017,65000.0,Diesel,Manual,2,400000.0,North,2026-07-06 07:30:13.565205,39,9285.714285714286,0,7,2026,Summer,2026-07-06
Tata,Safari,14,2010,60000.0,Diesel,Manual,3,500000.0,South,2025-09-21 08:53:36.565205,48,4285.714285714285,0,9,2025,Fall,2025-09-21
Renault,Duster,6,2018,42000.0,Diesel,Manual,2,550000.0,East,2026-03-07 19:55:32.565205,76,7000.0,0,3,2026,Spring,2026-03-07
Maruti Suzuki,Swift Dzire,6,2018,47000.0,Petrol,Manual,2,575000.0,West,2026-01-10 22:59:27.565205,21,7833.333333333333,0,1,2026,Winter,2026-01-10
Hyundai,Santro,14,2010,110000.0,Petrol,Manual,3,150000.0,Central,2026-04-18 00:44:28.565205,38,7857.142857142857,0,4,2026,Spring,2026-04-18
Maruti Suzuki,Vitara,4,2020,78000.0,Diesel,Manual,2,725000.0,Metro,2026-03-30 13:48:19.565205,141,19500.0,0,3,2026,Spring,2026-03-30
Renault,KWID,5,2019,15000.0,Petrol,Manual,2,300000.0,North,2026-08-16 20:50:55.565205,17,3000.0,0,8,2026,Summer,2026-08-16
Maruti Suzuki,Alto,3,2021,50000.0,Petrol,Manual,1,310000.0,South,2026-06-12 19:28:11.565205,25,16666.666666666668,0,6,2026,Summer,2026-06-12
Ford,Ecosport,3,2021,25358.0,Diesel,Manual,1,950000.0,East,2026-06-06 06:06:19.565205,67,8452.666666666666,0,6,2026,Summer,2026-06-06
Mahindra,Scorpio,6,2018,100000.0,Diesel,Manual,2,850000.0,West,2026-04-13 03:27:47.565205,47,16666.666666666668,0,4,2026,Spring,2026-04-13
Hyundai,Grand,3,2021,35000.0,Petrol,Manual,1,500000.0,Central,2026-09-08 12:00:10.565205,40,11666.666666666666,0,9,2026,Fall,2026-09-08
Hyundai,Grand,5,2019,78000.0,Diesel,Manual,2,395000.0,Metro,2025-11-16 04:16:07.565205,24,15600.0,0,11,2025,Fall,2025-11-16
Datsun,GO,4,2020,15000.0,Petrol,Manual,2,295000.0,North,2026-05-21 07:26:14.565205,22,3750.0,0,5,2026,Spring,2026-05-21
Volkswagen,Vento,7,2017,71000.0,Diesel,Manual,2,480000.0,South,2026-08-10 21:05:42.565205,37,10142.857142857143,0,8,2026,Summer,2026-08-10
Toyota,Fortuner,11,2013,140000.0,Diesel,Manual,3,1200000.0,East,2026-02-05 16:36:23.565205,21,12727.272727272728,0,2,2026,Winter,2026-02-05
Renault,Duster,7,2017,34000.0,Diesel,Manual,2,475000.0,West,2026-01-19 18:12:50.565205,16,4857.142857142857,0,1,2026,Winter,2026-01-19
Hyundai,Creta,3,2021,35000.0,Diesel,Manual,1,1330000.0,Central,2026-07-09 01:34:31.565205,28,11666.666666666666,0,7,2026,Summer,2026-07-09
Maruti Suzuki,Baleno,3,2021,5000.0,Petrol,Manual,1,700000.0,Metro,2026-07-19 22:56:15.565205,111,1666.6666666666667,0,7,2026,Summer,2026-07-19
Volkswagen,Vento,4,2020,65000.0,Diesel,Manual,2,570000.0,North,2025-12-15 15:52:28.565205,45,16250.0,0,12,2025,Winter,2025-12-15
Tata,Tiago,3,2021,21814.0,Petrol,Manual,1,515000.0,South,2025-10-22 22:02:42.565205,36,7271.333333333333,0,10,2025,Fall,2025-10-22
Ford,Ecosport,3,2021,40000.0,Diesel,Manual,1,870000.0,East,2026-01-09 14:11:54.565205,62,13333.333333333334,0,1,2026,Winter,2026-01-09
Hyundai,i20,6,2018,45000.0,Diesel,Manual,2,550000.0,West,2026-05-15 12:24:16.565205,11,7500.0,0,5,2026,Spring,2026-05-15
Maruti Suzuki,Swift Dzire,7,2017,56815.0,Petrol,Manual,2,450000.0,Central,2026-02-16 22:36:18.565205,63,8116.428571428572,0,2,2026,Winter,2026-02-16
Honda,City,6,2018,45000.0,Petrol,Manual,2,665000.0,Metro,2026-04-28 23:10:37.565205,29,7500.0,0,4,2026,Spring,2026-04-28
Mahindra,Bolero,13,2011,95000.0,Diesel,Manual,3,300000.0,North,2026-04-16 13:48:22.565205,5,7307.692307692308,0,4,2026,Spring,2026-04-16
Hyundai,Venue,2,2022,25000.0,Diesel,Manual,1,850000.0,South,2026-06-16 04:15:20.565205,52,12500.0,0,6,2026,Summer,2026-06-16
