brand,model,year,mileage,fuel_type,transmission,owner_count,region,price,listing_date,days_to_sale
BMW,X5,2018,109251,Petrol,Automatic,3,Central,17450.0,2026-07-01,17
Ford,Mustang,2013,194806,Petrol,Automatic,3,North,4100.0,2026-02-06,65
Hyundai,Sonata,2016,126037,Petrol,Automatic,2,West,6700.0,2025-12-05,98
Hyundai,Elantra,2019,65124,Petrol,Automatic,1,West,9900.0,2025-09-26,22
Nissan,Altima,2018,103646,Petrol,Automatic,2,Metro,8850.0,2025-12-22,42
Audi,Q5,2013,120859,Hybrid,Automatic,2,North,5950.0,2026-04-19,140
Mercedes-Benz,GLE,2016,108224,Electric,Manual,3,Central,16300.0,2026-03-31,52
Volkswagen,Jetta,2019,67372,Petrol,Automatic,1,Metro,9800.0,2026-01-01,29
Mercedes-Benz,GLE,2017,76336,Petrol,Automatic,4,South,15300.0,2026-04-01,52
Mercedes-Benz,GLE,2018,136780,Electric,Automatic,2,West,23250.0,2025-09-23,51
Toyota,Camry,2012,224985,Hybrid,Manual,2,West,3250.0,2026-02-11,140
Tesla,Model S,2019,48199,Electric,Automatic,2,Metro,40500.0,2025-12-26,18
Chevrolet,Malibu,2022,29887,Petrol,Automatic,1,Central,18950.0,2025-09-16,61
Toyota,Camry,2017,104918,Petrol,Automatic,1,Central,11650.0,2026-01-05,25
Tesla,Model S,2024,3000,Electric,Automatic,1,Metro,92100.0,2025-10-05,46
Mercedes-Benz,E-Class,2022,23600,Petrol,Manual,1,Metro,39500.0,2025-10-13,23
Toyota,Highlander,2019,62619,Petrol,Automatic,1,East,24050.0,2026-03-31,79
Volkswagen,Golf,2016,165324,Petrol,Automatic,2,East,3600.0,2026-03-13,67
Hyundai,Sonata,2021,29261,Petrol,Manual,2,South,13500.0,2026-02-10,12
Ford,Explorer,2015,63757,Diesel,Automatic,3,North,8200.0,2025-09-30,64
Kia,Forte,2014,106859,Petrol,Automatic,2,West,2700.0,2025-11-12,26
Nissan,Sentra,2019,57396,Petrol,Automatic,2,Central,8900.0,2025-09-26,25
Hyundai,Tucson,2024,3000,Petrol,Manual,1,North,26150.0,2026-02-10,17
Toyota,Corolla,2014,90009,Hybrid,Automatic,3,South,4250.0,2025-10-30,24
BMW,3 Series,2015,90149,Petrol,Manual,3,West,5400.0,2026-05-06,38
Subaru,Outback,2019,67610,Petrol,Automatic,1,South,16500.0,2026-08-10,10
Nissan,Sentra,2024,3000,Petrol,Automatic,1,West,22150.0,2026-02-28,30
Honda,Pilot,2015,104562,Petrol,Automatic,1,South,11250.0,2026-07-16,26
Nissan,Rogue,2023,8226,Petrol,Automatic,1,Metro,27100.0,2026-04-02,54
Chevrolet,Silverado,2013,89983,Petrol,Automatic,1,South,4900.0,2025-11-14,32
Toyota,Tacoma,2022,22001,Petrol,Manual,1,Central,23300.0,2026-01-13,43
Mazda,Mazda3,2019,74909,Hybrid,Automatic,1,West,13200.0,2026-04-16,7
Toyota,Highlander,2014,148909,Petrol,Automatic,3,North,10800.0,2025-12-23,48
Porsche,Macan,2019,52321,Petrol,Automatic,1,West,37900.0,2026-05-08,47
Mazda,Mazda3,2012,117590,Petrol,Automatic,3,South,3000.0,2025-10-03,68
Audi,A4,2016,162742,Petrol,Automatic,2,East,7650.0,2025-12-03,57
Toyota,RAV4,2012,94193,Petrol,Automatic,2,South,5650.0,2026-06-25,16
Toyota,Corolla,2014,166743,Hybrid,Automatic,3,North,3850.0,2026-03-13,124
Volkswagen,Tiguan,2020,47719,Hybrid,Automatic,2,Metro,15450.0,2026-08-31,22
Tesla,Model Y,2012,149136,Electric,Automatic,3,East,5750.0,2025-12-20,140
Honda,Civic,2020,50375,Petrol,Automatic,1,East,13650.0,2025-12-18,34
Audi,A4,2021,41752,Petrol,Automatic,2,Metro,24550.0,2026-03-26,14
Toyota,Highlander,2019,54860,Petrol,Automatic,1,West,24700.0,2025-09-24,31
Toyota,Highlander,2019,83580,Petrol,Automatic,1,South,21900.0,2026-04-25,17
Honda,Civic,2023,10852,Petrol,Automatic,1,Metro,23500.0,2026-05-10,36
Toyota,Corolla,2019,75429,Petrol,Automatic,1,South,12350.0,2026-03-22,47
Honda,Civic,2023,12429,Petrol,Automatic,2,South,19900.0,2026-07-30,34
Nissan,Altima,2023,11179,Electric,Automatic,1,South,23850.0,2025-11-05,23
Volkswagen,Tiguan,2014,153028,Petrol,Automatic,3,North,3600.0,2026-07-20,31
Ford,F-150,2018,55659,Petrol,Manual,3,West,14100.0,2026-03-24,19
Hyundai,Tucson,2023,18134,Petrol,Automatic,1,Central,21950.0,2026-03-21,17
Toyota,Tacoma,2023,16702,Petrol,Automatic,1,South,28700.0,2025-09-24,24
Ford,F-150,2013,250821,Petrol,Manual,3,Central,4550.0,2026-03-15,140
Toyota,Corolla,2021,47621,Petrol,Automatic,1,East,16250.0,2025-09-18,28
Subaru,Outback,2015,84523,Petrol,Automatic,1,West,7800.0,2025-12-08,17
Chevrolet,Tahoe,2022,30624,Petrol,Manual,1,South,41850.0,2026-02-07,48
Chevrolet,Malibu,2022,18159,Petrol,Automatic,1,Metro,19850.0,2025-12-07,8
Ford,Explorer,2013,173060,Petrol,Automatic,2,Central,4550.0,2025-11-16,94
Hyundai,Elantra,2023,7981,Petrol,Automatic,2,South,18650.0,2026-09-05,43
Volkswagen,Jetta,2022,19745,Diesel,Automatic,1,Central,17050.0,2026-06-09,44
Toyota,RAV4,2017,64420,Hybrid,Automatic,2,Metro,13500.0,2026-01-07,69
Ford,F-150,2016,130941,Diesel,Automatic,1,Central,11200.0,2026-01-20,43
Hyundai,Tucson,2019,124977,Petrol,Manual,1,South,10050.0,2026-02-17,80
Honda,Accord,2022,23993,Petrol,Automatic,2,East,21700.0,2026-04-30,24
Nissan,Pathfinder,2024,3000,Petrol,Manual,1,West,38350.0,2026-02-27,14
Tesla,Model X,2016,174489,Electric,Automatic,1,Metro,26400.0,2026-05-18,64
Toyota,Corolla,2017,67683,Hybrid,Automatic,1,South,9900.0,2026-01-03,44
Kia,Sportage,2017,100170,Petrol,Automatic,1,East,8900.0,2026-08-13,13
Volkswagen,Tiguan,2017,98529,Hybrid,Automatic,4,South,8600.0,2026-02-12,16
Ford,F-150,2023,10396,Petrol,Automatic,1,North,33000.0,2025-10-22,18
Honda,Accord,2016,79982,Petrol,Automatic,2,South,8750.0,2025-09-27,24
Hyundai,Sonata,2017,116561,Petrol,Automatic,2,South,6450.0,2026-08-24,11
Toyota,RAV4,2015,116386,Petrol,Automatic,3,Metro,6750.0,2026-05-29,67
Honda,Pilot,2013,234358,Petrol,Automatic,3,West,5600.0,2026-07-10,47
Ford,Mustang,2023,19200,Petrol,Automatic,2,South,28750.0,2026-04-04,22
BMW,5 Series,2021,42302,Petrol,Automatic,1,South,29450.0,2025-10-12,13
Hyundai,Sonata,2013,171118,Petrol,Manual,2,South,3100.0,2025-12-25,140
BMW,X3,2023,14045,Diesel,Automatic,1,East,39450.0,2026-06-11,31
Ford,F-150,2015,84516,Petrol,Automatic,2,East,8300.0,2025-12-09,27
Hyundai,Sonata,2020,53908,Petrol,Manual,1,East,13200.0,2026-06-09,27
Mercedes-Benz,GLC,2022,23960,Hybrid,Automatic,1,Metro,36300.0,2025-12-06,49
Kia,Forte,2013,96255,Petrol,Automatic,2,West,2500.0,2025-12-06,24
BMW,5 Series,2020,41430,Hybrid,Automatic,2,East,28550.0,2025-11-22,21
Honda,Pilot,2018,97404,Petrol,Automatic,3,South,16500.0,2025-12-21,23
Hyundai,Sonata,2022,27435,Diesel,Manual,1,East,18400.0,2026-02-12,34
Audi,Q5,2021,37228,Petrol,Automatic,1,South,23600.0,2026-01-10,15
Honda,Civic,2014,168734,Petrol,Automatic,1,East,3350.0,2025-12-02,38
Hyundai,Santa Fe,2016,167369,Hybrid,Automatic,3,Central,8550.0,2025-09-21,9
Toyota,Tacoma,2018,56726,Hybrid,Automatic,2,North,17000.0,2026-01-01,29
Chevrolet,Tahoe,2022,16940,Petrol,Automatic,1,Central,40350.0,2026-07-26,22
Hyundai,Sonata,2017,94785,Hybrid,Manual,3,Central,7400.0,2026-09-13,15
Ford,Mustang,2020,50614,Petrol,Automatic,1,North,19750.0,2026-03-03,25
Subaru,Forester,2020,53796,Petrol,Automatic,3,East,13800.0,2026-08-26,23
Ford,Mustang,2022,29134,Diesel,Automatic,1,Metro,26350.0,2026-03-16,27
Mercedes-Benz,C-Class,2017,106118,Hybrid,Automatic,2,West,9950.0,2025-11-19,34
Volkswagen,Passat,2019,63653,Petrol,Automatic,1,Central,11750.0,2026-03-22,55
Volkswagen,Passat,2021,32749,Petrol,Manual,3,West,16850.0,2026-03-02,60
Ford,Escape,2018,101805,Electric,Automatic,1,West,11150.0,2026-05-10,30
Ford,Escape,2020,46154,Petrol,Automatic,2,South,13850.0,2025-12-01,43
Toyota,RAV4,2013,256346,Hybrid,Automatic,3,North,3600.0,2026-02-04,140
BMW,M3,2021,28959,Hybrid,Manual,1,East,52200.0,2026-06-07,9
Toyota,Corolla,2023,10528,Petrol,Automatic,2,East,19750.0,2026-01-25,52
BMW,X5,2015,113952,Petrol,Automatic,1,North,10950.0,2026-02-09,38
Porsche,911,2024,3000,Hybrid,Manual,1,West,126850.0,2025-10-09,7
BMW,5 Series,2024,3000,Petrol,Automatic,2,East,57550.0,2026-06-11,21
Mercedes-Benz,GLE,2020,72143,Petrol,Manual,1,Central,26900.0,2026-07-16,31
Hyundai,Elantra,2020,54559,Petrol,Automatic,2,Metro,10750.0,2025-11-12,36
Ford,Escape,2022,26021,Petrol,Automatic,2,Central,21050.0,2026-03-06,15
Audi,Q5,2023,10224,Petrol,Automatic,1,East,42150.0,2026-02-14,18
Kia,Sportage,2024,3000,Petrol,Automatic,1,South,25750.0,2025-09-19,47
Tesla,Model 3,2013,120138,Electric,Automatic,2,Metro,5600.0,2026-03-08,15
Hyundai,Tucson,2024,3000,Hybrid,Automatic,1,Central,27450.0,2026-01-21,49
Ford,F-150,2022,32548,Petrol,Automatic,1,West,29950.0,2026-07-05,26
Mercedes-Benz,C-Class,2016,135429,Diesel,Automatic,1,Metro,5650.0,2026-04-03,62
Toyota,Highlander,2022,29036,Hybrid,Automatic,1,Central,30550.0,2026-06-09,48
Toyota,Camry,2021,44128,Petrol,Automatic,3,Central,18000.0,2026-03-14,43
Ford,F-150,2019,123466,Diesel,Automatic,1,North,13800.0,2025-12-21,19
Hyundai,Tucson,2020,64773,Hybrid,Manual,1,Metro,16550.0,2025-12-06,25
Mazda,CX-5,2023,14024,Petrol,Automatic,1,West,28300.0,2025-11-17,19
Audi,Q7,2021,34776,Petrol,Automatic,2,East,40100.0,2026-02-19,48
Ford,F-150,2019,91596,Hybrid,Automatic,1,East,16100.0,2025-10-02,7
BMW,5 Series,2018,79477,Petrol,Automatic,2,North,15800.0,2026-06-12,35
Kia,Telluride,2015,76451,Petrol,Automatic,2,West,8850.0,2026-03-06,30
Toyota,Highlander,2018,60565,Diesel,Manual,2,North,15650.0,2025-09-27,9
Ford,F-150,2023,12432,Petrol,Manual,1,North,30900.0,2026-05-27,17
Hyundai,Tucson,2024,3000,Petrol,Automatic,1,Central,26100.0,2026-04-22,7
Ford,Mustang,2012,113533,Petrol,Automatic,1,East,5650.0,2025-10-03,78
Toyota,Corolla,2020,55545,Petrol,Automatic,1,West,13100.0,2025-09-27,7
Toyota,Highlander,2014,149761,Hybrid,Automatic,3,West,9550.0,2025-12-21,58
Ford,Escape,2012,136038,Petrol,Automatic,3,Metro,3350.0,2025-12-03,115
Ford,Escape,2020,46281,Petrol,Automatic,3,South,12600.0,2026-03-09,34
BMW,5 Series,2024,3000,Petrol,Automatic,1,North,56150.0,2026-03-16,21
Toyota,Tacoma,2019,42442,Petrol,Automatic,2,Metro,19100.0,2026-04-17,46
Toyota,Tacoma,2013,150735,Hybrid,Automatic,4,South,3950.0,2025-12-31,20
Toyota,RAV4,2015,122609,Petrol,Automatic,3,North,6750.0,2026-09-04,6
Tesla,Model 3,2024,3000,Electric,Automatic,2,East,41850.0,2026-07-15,24
Chevrolet,Silverado,2021,48839,Petrol,Manual,1,West,22900.0,2026-02-06,33
Honda,Accord,2022,23483,Petrol,Automatic,1,Metro,24300.0,2026-01-22,29
Toyota,Corolla,2024,3335,Petrol,Automatic,1,Metro,23550.0,2026-08-22,34
Tesla,Model X,2018,77451,Electric,Automatic,3,South,33950.0,2026-02-05,67
Mercedes-Benz,C-Class,2016,103074,Petrol,Automatic,3,South,9700.0,2026-01-28,131
Mercedes-Benz,C-Class,2022,35233,Petrol,Automatic,1,South,32700.0,2026-02-16,23
Tesla,Model Y,2013,200744,Electric,Automatic,2,East,5750.0,2025-09-21,50
Honda,CR-V,2017,61336,Petrol,Automatic,3,Metro,13250.0,2026-01-15,18
Toyota,Tacoma,2022,17503,Hybrid,Automatic,2,South,25200.0,2025-10-31,9
Ford,Mustang,2023,18833,Petrol,Automatic,2,East,28750.0,2026-06-08,26
Audi,Q7,2015,104389,Diesel,Automatic,1,Metro,11950.0,2025-09-21,15
Honda,Accord,2020,56099,Petrol,Automatic,2,Metro,18300.0,2026-08-28,36
Honda,Civic,2020,46810,Hybrid,Automatic,1,Central,14500.0,2026-06-16,12
Volkswagen,Tiguan,2022,59630,Diesel,Automatic,1,West,19800.0,2025-10-04,11
Porsche,Macan,2024,3000,Petrol,Automatic,1,Central,67050.0,2026-03-21,37
Mercedes-Benz,GLE,2018,86743,Hybrid,Automatic,3,North,18750.0,2026-05-25,66
Ford,Escape,2013,149066,Petrol,Automatic,2,North,3350.0,2026-05-13,47
Volkswagen,Golf,2023,6900,Petrol,Automatic,1,Central,20100.0,2026-08-22,24
Hyundai,Elantra,2012,158660,Petrol,Automatic,4,Central,2650.0,2026-06-02,140
Kia,Sportage,2017,99747,Petrol,Automatic,2,East,8450.0,2026-06-26,42
Hyundai,Sonata,2024,3956,Petrol,Manual,1,North,24550.0,2026-08-01,42
Audi,Q7,2019,64175,Petrol,Automatic,3,East,24550.0,2026-03-19,30
Volkswagen,Passat,2014,113759,Petrol,Automatic,3,South,4550.0,2026-05-30,89
Mazda,Mazda3,2024,3000,Petrol,Automatic,1,East,25700.0,2025-10-13,28
Ford,F-150,2023,17711,Petrol,Automatic,1,West,33950.0,2025-11-01,45
Nissan,Sentra,2017,57395,Petrol,Automatic,2,West,5800.0,2026-09-04,20
Ford,Escape,2016,146369,Petrol,Automatic,2,Metro,7200.0,2026-03-17,49
Hyundai,Sonata,2023,15080,Petrol,Automatic,1,Metro,23750.0,2026-02-11,13
Kia,Sportage,2012,170326,Petrol,Automatic,1,Central,3350.0,2026-08-15,100
Subaru,Impreza,2016,90739,Hybrid,Automatic,2,North,5900.0,2026-08-31,18
Toyota,Tacoma,2019,76382,Petrol,Automatic,2,West,17450.0,2025-12-11,39
Mercedes-Benz,C-Class,2023,10889,Hybrid,Automatic,1,South,38300.0,2026-08-17,25
Mercedes-Benz,E-Class,2020,76490,Diesel,Automatic,2,West,25900.0,2026-02-23,39
Mazda,CX-5,2021,45891,Petrol,Automatic,1,Metro,21100.0,2026-07-04,44
Mercedes-Benz,C-Class,2023,8061,Petrol,Automatic,1,West,40850.0,2026-06-05,27
Ford,Escape,2020,52577,Petrol,Automatic,2,East,15550.0,2025-12-16,27
Honda,Civic,2014,132471,Diesel,Automatic,2,West,3300.0,2026-01-11,26
Toyota,Corolla,2016,59325,Petrol,Automatic,4,Metro,7850.0,2026-08-24,83
Tesla,Model 3,2019,71803,Electric,Automatic,1,Metro,19950.0,2026-04-16,18
Porsche,Cayenne,2019,92403,Electric,Automatic,1,Central,51300.0,2026-03-04,22
Toyota,Highlander,2016,74994,Hybrid,Manual,1,Metro,17050.0,2025-09-19,74
BMW,M3,2016,71710,Hybrid,Automatic,2,East,15600.0,2026-05-26,12
Hyundai,Tucson,2021,28572,Diesel,Automatic,1,East,19650.0,2026-08-12,47
Volkswagen,Passat,2016,87945,Diesel,Automatic,4,East,5550.0,2025-12-14,38
Honda,Civic,2020,50040,Hybrid,Automatic,2,East,16250.0,2025-11-01,10
Mercedes-Benz,E-Class,2022,26420,Petrol,Automatic,1,South,39000.0,2026-02-23,25
Volkswagen,Passat,2013,141365,Diesel,Automatic,2,South,3500.0,2026-03-03,140
Hyundai,Tucson,2022,17048,Hybrid,Automatic,2,Central,20000.0,2026-05-23,21
Nissan,Sentra,2020,37466,Hybrid,Automatic,1,North,11950.0,2026-01-06,65
Ford,Escape,2019,35660,Hybrid,Automatic,2,East,14500.0,2026-09-06,10
Porsche,Macan,2015,148567,Petrol,Automatic,1,South,23100.0,2026-06-26,64
Mercedes-Benz,C-Class,2014,147185,Petrol,Automatic,1,East,5650.0,2026-08-25,16
BMW,3 Series,2019,59929,Hybrid,Manual,1,North,17400.0,2026-01-17,15
Tesla,Model X,2012,141587,Electric,Automatic,2,East,14900.0,2026-08-27,39
Mercedes-Benz,C-Class,2024,3000,Petrol,Automatic,1,Central,43300.0,2026-02-09,21
Nissan,Sentra,2021,22662,Electric,Automatic,2,Metro,15250.0,2026-06-05,53
Nissan,Sentra,2020,58928,Petrol,Automatic,1,West,10300.0,2026-07-15,21
Ford,Explorer,2016,172026,Petrol,Manual,4,Central,8150.0,2025-12-30,32
Honda,Civic,2017,91280,Petrol,Automatic,2,Metro,10050.0,2026-02-01,46
Ford,Explorer,2022,20554,Petrol,Automatic,1,North,29750.0,2025-11-06,36
Volkswagen,Golf,2012,129442,Petrol,Automatic,1,Metro,3100.0,2026-05-31,140
Toyota,Camry,2018,145901,Petrol,Manual,2,Metro,10000.0,2026-07-14,44
Hyundai,Elantra,2017,78094,Petrol,Automatic,3,West,5850.0,2026-07-09,24
Honda,Civic,2016,159164,Petrol,Manual,2,North,5200.0,2026-02-04,29
Audi,A4,2020,34638,Petrol,Automatic,1,South,20700.0,2026-08-06,30
Audi,Q5,2020,39593,Diesel,Manual,3,Metro,23950.0,2026-05-04,46
Chevrolet,Equinox,2024,3000,Petrol,Automatic,1,South,28100.0,2026-05-08,25
Mercedes-Benz,GLE,2017,64404,Petrol,Automatic,1,East,16950.0,2026-03-18,28
Honda,Pilot,2022,34310,Petrol,Manual,1,Metro,30200.0,2026-02-20,6
Chevrolet,Malibu,2022,18012,Petrol,Automatic,1,West,20600.0,2026-07-18,34
Audi,A4,2013,115571,Petrol,Automatic,1,East,5150.0,2025-11-23,140
Toyota,Corolla,2017,108990,Petrol,Manual,1,East,7000.0,2026-02-26,35
Kia,Telluride,2023,8327,Diesel,Manual,1,Metro,33950.0,2026-01-25,27
BMW,M3,2024,3000,Petrol,Automatic,1,Metro,82550.0,2025-12-13,24
Tesla,Model 3,2019,78371,Electric,Automatic,1,Metro,18550.0,2026-06-19,10
Tesla,Model Y,2021,36044,Electric,Automatic,3,South,30150.0,2025-11-07,16
Toyota,RAV4,2012,156434,Diesel,Automatic,1,East,3600.0,2026-01-24,71
Toyota,Tacoma,2024,3000,Petrol,Manual,1,East,30900.0,2026-09-02,20
Chevrolet,Equinox,2024,3000,Petrol,Automatic,1,North,28500.0,2026-03-25,24
Kia,Forte,2021,23964,Petrol,Automatic,1,Metro,14300.0,2026-03-17,14
Porsche,911,2023,13890,Petrol,Automatic,1,South,117150.0,2026-06-03,53
Chevrolet,Silverado,2020,56956,Petrol,Automatic,1,Metro,22650.0,2026-08-23,42
Mercedes-Benz,GLE,2022,23692,Diesel,Manual,1,West,46150.0,2026-05-23,55
Audi,Q7,2014,88393,Diesel,Automatic,3,South,7850.0,2026-08-31,32
Toyota,RAV4,2024,3000,Petrol,Manual,2,Metro,27150.0,2026-03-08,12
Kia,Forte,2021,34488,Hybrid,Automatic,1,West,14000.0,2025-10-24,26
Toyota,Tacoma,2023,18373,Petrol,Automatic,1,West,31400.0,2025-11-10,32
BMW,M3,2019,70464,Petrol,Automatic,1,West,30450.0,2026-06-18,43
BMW,5 Series,2020,51894,Petrol,Automatic,2,West,32050.0,2026-07-09,64
Ford,Explorer,2021,29931,Hybrid,Automatic,1,East,26350.0,2026-01-03,9
Mazda,Mazda6,2012,142890,Petrol,Automatic,2,South,3250.0,2026-08-27,27
Mercedes-Benz,E-Class,2014,89029,Hybrid,Manual,2,Metro,8800.0,2026-04-17,31
Tesla,Model X,2018,104038,Electric,Automatic,2,West,35450.0,2025-11-15,37
Ford,Explorer,2019,71255,Petrol,Automatic,1,Central,17150.0,2026-07-09,20
Honda,Pilot,2012,124527,Hybrid,Manual,2,West,4700.0,2026-01-21,17
Hyundai,Tucson,2019,126419,Petrol,Automatic,1,East,11950.0,2026-01-26,46
Subaru,Outback,2022,31186,Petrol,Automatic,2,North,23050.0,2025-10-12,15
Audi,Q7,2017,107049,Diesel,Automatic,3,East,15900.0,2025-12-11,39
Toyota,RAV4,2021,33039,Petrol,Automatic,1,West,22100.0,2026-01-17,45
Porsche,Panamera,2022,26355,Petrol,Automatic,1,Metro,88400.0,2026-07-20,31
Volkswagen,Golf,2012,158362,Petrol,Automatic,1,East,3100.0,2026-05-06,140
Nissan,Altima,2024,3000,Petrol,Automatic,1,South,28650.0,2026-05-15,14
Nissan,Sentra,2016,224940,Petrol,Automatic,2,East,2650.0,2026-02-02,140
Volkswagen,Golf,2018,72819,Hybrid,Automatic,1,North,10650.0,2026-07-16,7
BMW,3 Series,2024,3000,Petrol,Automatic,1,Central,43500.0,2026-06-18,35
Hyundai,Santa Fe,2021,68978,Hybrid,Automatic,2,West,21100.0,2025-11-14,29
Ford,F-150,2018,52616,Petrol,Automatic,3,South,15250.0,2026-07-19,22
Mercedes-Benz,E-Class,2015,124109,Petrol,Automatic,1,South,10850.0,2026-08-28,29
Toyota,RAV4,2022,27046,Hybrid,Manual,1,Central,23500.0,2025-12-31,4
Honda,Pilot,2021,39557,Petrol,Automatic,3,Metro,25650.0,2025-10-18,12
Mercedes-Benz,GLE,2024,3000,Diesel,Manual,1,West,61350.0,2026-06-26,23
BMW,3 Series,2019,78272,Petrol,Automatic,1,South,13750.0,2026-07-02,27
Audi,A6,2023,18533,Diesel,Automatic,1,North,49350.0,2025-12-22,22
Nissan,Altima,2014,94407,Petrol,Automatic,1,Metro,3250.0,2026-03-19,8
Mercedes-Benz,E-Class,2015,144345,Hybrid,Automatic,2,North,7250.0,2025-11-27,11
BMW,X5,2024,3000,Hybrid,Automatic,1,South,75600.0,2026-07-07,22
Ford,F-150,2017,74758,Petrol,Automatic,1,South,11350.0,2026-04-08,10
Mercedes-Benz,GLC,2014,106428,Petrol,Automatic,1,North,6000.0,2025-10-07,35
Mercedes-Benz,GLE,2015,100571,Petrol,Automatic,2,East,13000.0,2026-04-15,69
Hyundai,Santa Fe,2013,163610,Petrol,Automatic,2,South,3850.0,2026-06-10,41
Subaru,Outback,2016,77637,Petrol,Automatic,1,Central,9850.0,2025-09-23,50
Audi,Q5,2023,18921,Petrol,Automatic,1,North,40800.0,2026-09-08,32
BMW,M3,2013,121470,Petrol,Automatic,3,East,9350.0,2026-08-30,23
Honda,Accord,2020,80538,Hybrid,Automatic,3,Metro,16050.0,2025-10-31,9
Ford,Escape,2024,3000,Petrol,Automatic,1,Central,26850.0,2025-09-21,27
Honda,Pilot,2022,15438,Petrol,Automatic,1,South,30100.0,2026-08-15,21
Mercedes-Benz,C-Class,2014,118200,Hybrid,Automatic,1,South,5650.0,2026-02-12,66
Audi,Q5,2018,83054,Petrol,Automatic,2,West,16500.0,2026-06-18,39
Honda,Civic,2017,58580,Petrol,Automatic,2,West,10100.0,2025-10-01,54
Honda,CR-V,2022,32370,Petrol,Automatic,1,Central,21900.0,2026-02-07,11
BMW,X3,2020,77343,Hybrid,Automatic,1,Metro,26500.0,2026-05-16,15
Honda,Civic,2024,3000,Petrol,Automatic,1,South,24950.0,2026-01-27,34
BMW,5 Series,2018,76779,Electric,Automatic,2,North,17600.0,2025-10-25,55
BMW,X3,2017,79636,Petrol,Automatic,4,Central,8800.0,2026-09-03,14
Mercedes-Benz,E-Class,2022,29911,Petrol,Automatic,1,West,45550.0,2026-06-08,67
Mazda,CX-9,2020,42249,Petrol,Manual,1,West,22150.0,2026-02-24,9
Tesla,Model 3,2016,103496,Electric,Automatic,2,Central,7950.0,2026-08-24,10
Subaru,Outback,2020,57429,Hybrid,Manual,1,Metro,16400.0,2026-08-28,29
Honda,CR-V,2023,6441,Hybrid,Manual,2,West,28050.0,2026-07-21,44
Porsche,Panamera,2024,3000,Petrol,Automatic,1,West,102000.0,2026-03-31,38
Honda,Civic,2020,130533,Petrol,Automatic,1,North,12800.0,2026-07-11,44
BMW,5 Series,2023,16888,Petrol,Automatic,1,North,44550.0,2026-01-23,9
Porsche,Panamera,2023,15214,Hybrid,Automatic,2,Central,90800.0,2026-05-23,34
Ford,Escape,2020,46374,Hybrid,Automatic,3,West,14800.0,2026-07-06,23
Hyundai,Tucson,2022,30476,Petrol,Automatic,1,Central,20750.0,2026-01-28,37
Chevrolet,Malibu,2022,22272,Petrol,Automatic,1,North,18550.0,2026-03-27,25
Honda,CR-V,2015,122048,Petrol,Automatic,1,West,8050.0,2026-01-02,24
BMW,X3,2013,118657,Petrol,Automatic,1,West,5900.0,2026-04-12,78
Nissan,Rogue,2024,3000,Petrol,Automatic,1,Metro,31800.0,2026-03-31,21
Mercedes-Benz,E-Class,2019,66767,Hybrid,Automatic,1,Metro,25450.0,2025-09-27,16
Tesla,Model X,2021,31824,Electric,Automatic,1,South,61200.0,2025-10-17,31
Honda,Accord,2017,80391,Petrol,Automatic,2,South,10600.0,2026-03-17,21
Hyundai,Tucson,2022,23087,Petrol,Automatic,1,South,21800.0,2026-02-16,22
Hyundai,Sonata,2021,52649,Petrol,Automatic,3,South,14000.0,2025-10-19,12
Ford,Explorer,2023,9435,Diesel,Automatic,1,North,32300.0,2026-09-15,40
Hyundai,Elantra,2018,54073,Petrol,Automatic,2,Central,7800.0,2026-03-13,35
Mazda,Mazda6,2021,44893,Hybrid,Automatic,1,North,17250.0,2026-08-24,24
Mercedes-Benz,GLC,2023,11626,Hybrid,Automatic,1,South,46750.0,2026-06-19,32
Tesla,Model Y,2021,65056,Electric,Automatic,2,Metro,31400.0,2025-09-21,40
Toyota,Tacoma,2024,3979,Hybrid,Manual,1,West,35150.0,2025-11-16,41
Tesla,Model 3,2013,142825,Electric,Automatic,4,Metro,5050.0,2025-11-01,102
Hyundai,Sonata,2023,22262,Petrol,Manual,1,Metro,23800.0,2026-08-23,72
Subaru,Forester,2021,43480,Petrol,Automatic,2,Central,18350.0,2026-08-31,53
Subaru,Forester,2017,182211,Petrol,Automatic,4,East,6150.0,2026-03-18,37
Mazda,CX-5,2020,59048,Petrol,Manual,1,South,16150.0,2026-05-18,17
Ford,Explorer,2023,7642,Electric,Automatic,1,North,35600.0,2026-04-22,13
Ford,Escape,2014,101755,Petrol,Manual,3,South,3800.0,2026-06-19,12
Ford,F-150,2013,236839,Petrol,Automatic,3,West,4550.0,2026-05-31,140
Porsche,Macan,2019,62590,Petrol,Automatic,2,Central,32450.0,2026-01-18,56
Audi,Q5,2021,36682,Petrol,Automatic,2,North,26250.0,2026-03-08,28
Audi,A4,2013,231776,Petrol,Automatic,1,East,5150.0,2026-07-04,140
Mazda,CX-9,2023,14715,Petrol,Automatic,1,Metro,37300.0,2026-08-17,10
Toyota,Corolla,2023,18949,Diesel,Automatic,1,West,20200.0,2026-09-11,30
BMW,5 Series,2014,157083,Electric,Automatic,3,East,6950.0,2026-07-11,13
Honda,CR-V,2022,21305,Petrol,Automatic,1,Metro,26350.0,2026-02-25,10
Honda,Pilot,2016,141653,Petrol,Automatic,2,North,9150.0,2026-08-03,10
Nissan,Altima,2022,31025,Petrol,Manual,1,North,19050.0,2026-06-04,46
Hyundai,Santa Fe,2017,103377,Petrol,Automatic,3,North,6950.0,2026-02-18,42
